symbol,event_type,ex_date,record_date,pay_date,ratio,cash_amount
AON,dividend,2007-10-30,,,,0.15
AON,dividend,2008-01-30,,,,0.15
AON,dividend,2008-04-29,,,,0.15
AON,dividend,2008-07-30,,,,0.15
AON,dividend,2008-10-30,,,,0.15
AON,dividend,2009-01-29,,,,0.15
AON,dividend,2009-04-29,,,,0.15
AON,dividend,2009-07-30,,,,0.15
AON,dividend,2009-10-29,,,,0.15
AON,dividend,2010-01-28,,,,0.15
AON,dividend,2010-04-29,,,,0.15
AON,dividend,2010-07-29,,,,0.15
AON,dividend,2010-10-28,,,,0.15
AON,dividend,2011-01-28,,,,0.15
AON,dividend,2011-04-28,,,,0.15
AON,dividend,2011-07-28,,,,0.15
AON,dividend,2011-10-28,,,,0.15
AON,dividend,2012-01-30,,,,0.15
AON,dividend,2012-04-27,,,,0.158
AON,dividend,2012-07-30,,,,0.158
AON,dividend,2012-10-31,,,,0.158
AON,dividend,2013-01-30,,,,0.158
AON,dividend,2013-04-29,,,,0.175
AON,dividend,2013-07-30,,,,0.175
AON,dividend,2013-10-30,,,,0.175
AON,dividend,2014-01-30,,,,0.175
AON,dividend,2014-04-29,,,,0.25
AON,dividend,2014-07-30,,,,0.25
AON,dividend,2014-10-30,,,,0.25
AON,dividend,2015-01-29,,,,0.25
AON,dividend,2015-04-29,,,,0.3
AON,dividend,2015-07-30,,,,0.3
AON,dividend,2015-10-29,,,,0.3
AON,dividend,2016-01-28,,,,0.3
AON,dividend,2016-04-28,,,,0.33
AON,dividend,2016-07-28,,,,0.33
AON,dividend,2016-10-28,,,,0.33
AON,dividend,2017-01-30,,,,0.33
AON,dividend,2017-04-27,,,,0.36
AON,dividend,2017-07-28,,,,0.36
AON,dividend,2017-10-31,,,,0.36
AON,dividend,2018-01-31,,,,0.36
AON,dividend,2018-04-30,,,,0.4
AON,dividend,2018-07-31,,,,0.4
AON,dividend,2018-08-09,,,,0.4
AON,dividend,2018-10-31,,,,0.4
AON,dividend,2019-01-31,,,,0.4
AON,dividend,2019-04-30,,,,0.44
AON,dividend,2019-07-31,,,,0.44
AON,dividend,2019-10-31,,,,0.44
AON,dividend,2020-01-31,,,,0.44
AON,dividend,2020-04-30,,,,0.44
AON,dividend,2020-07-31,,,,0.44
AON,dividend,2020-10-30,,,,0.46
AON,dividend,2021-01-29,,,,0.46
AON,dividend,2021-04-30,,,,0.51
AON,dividend,2021-07-30,,,,0.51
AON,dividend,2021-10-29,,,,0.51
AON,dividend,2022-01-31,,,,0.51
AON,dividend,2022-04-29,,,,0.56
AON,dividend,2022-07-29,,,,0.56
AON,dividend,2022-10-31,,,,0.56
AON,dividend,2023-01-31,,,,0.56
AON,dividend,2023-04-28,,,,0.615
AON,dividend,2023-07-31,,,,0.615
AON,dividend,2023-10-31,,,,0.615
AON,dividend,2024-01-31,,,,0.615
AON,dividend,2024-04-30,,,,0.675
AON,dividend,2024-08-01,,,,0.675
AON,dividend,2024-11-01,,,,0.675
AON,dividend,2025-02-03,,,,0.675
AON,dividend,2025-05-01,,,,0.745
AON,dividend,2025-08-01,,,,0.745
AON,split,1987-05-27,,,2.0,
AON,split,1994-05-17,,,1.5,
AON,split,1997-05-15,,,1.5,
AON,split,1999-05-18,,,1.5,
APA,dividend,1982-03-25,,,,0.025974
APA,dividend,1982-06-24,,,,0.025974
APA,dividend,1982-09-24,,,,0.025974
APA,dividend,1982-12-23,,,,0.030303
APA,dividend,1983-03-25,,,,0.030303
APA,dividend,1983-06-24,,,,0.030303
APA,dividend,1983-09-26,,,,0.030303
APA,dividend,1983-12-23,,,,0.030303
APA,dividend,1984-03-26,,,,0.030303
APA,dividend,1984-06-25,,,,0.030303
APA,dividend,1984-09-24,,,,0.030303
APA,dividend,1984-12-24,,,,0.030303
APA,dividend,1985-03-25,,,,0.030303
APA,dividend,1985-06-24,,,,0.030303
APA,dividend,1985-09-24,,,,0.030303
APA,dividend,1985-12-24,,,,0.030303
APA,dividend,1986-03-24,,,,0.030303
APA,dividend,1986-06-24,,,,0.030303
APA,dividend,1986-09-24,,,,0.030303
APA,dividend,1986-12-24,,,,0.030303
APA,dividend,1987-03-25,,,,0.030303
APA,dividend,1987-06-24,,,,0.030303
APA,dividend,1987-09-14,,,,0.012121
APA,dividend,1987-09-24,,,,0.030303
APA,dividend,1987-12-24,,,,0.030303
APA,dividend,1988-03-25,,,,0.030303
APA,dividend,1988-06-24,,,,0.030303
APA,dividend,1988-09-20,,,,0.030303
APA,dividend,1988-12-23,,,,0.030303
APA,dividend,1989-03-27,,,,0.030303
APA,dividend,1989-06-26,,,,0.030303
APA,dividend,1989-09-25,,,,0.030303
APA,dividend,1989-12-22,,,,0.030303
APA,dividend,1990-03-26,,,,0.030303
APA,dividend,1990-06-25,,,,0.030303
APA,dividend,1990-09-24,,,,0.030303
APA,dividend,1990-12-24,,,,0.030303
APA,dividend,1991-03-22,,,,0.030303
APA,dividend,1991-06-24,,,,0.030303
APA,dividend,1991-09-24,,,,0.030303
APA,dividend,1991-12-24,,,,0.030303
APA,dividend,1992-03-25,,,,0.030303
APA,dividend,1992-06-24,,,,0.030303
APA,dividend,1992-09-24,,,,0.030303
APA,dividend,1992-12-24,,,,0.030303
APA,dividend,1993-03-25,,,,0.030303
APA,dividend,1993-06-24,,,,0.030303
APA,dividend,1993-09-24,,,,0.030303
APA,dividend,1993-12-27,,,,0.030303
APA,dividend,1994-03-25,,,,0.030303
APA,dividend,1994-06-24,,,,0.030303
APA,dividend,1994-09-26,,,,0.030303
APA,dividend,1994-12-23,,,,0.030303
APA,dividend,1995-03-27,,,,0.030303
APA,dividend,1995-06-28,,,,0.030303
APA,dividend,1995-09-27,,,,0.030303
APA,dividend,1995-12-27,,,,0.030303
APA,dividend,1996-03-27,,,,0.030303
APA,dividend,1996-06-26,,,,0.030303
APA,dividend,1996-09-26,,,,0.030303
APA,dividend,1996-12-27,,,,0.030303
APA,dividend,1997-03-26,,,,0.030303
APA,dividend,1997-06-26,,,,0.030303
APA,dividend,1997-09-26,,,,0.030303
APA,dividend,1997-12-29,,,,0.030303
APA,dividend,1998-03-27,,,,0.030303
APA,dividend,1998-06-26,,,,0.030303
APA,dividend,1998-09-28,,,,0.030303
APA,dividend,1998-12-29,,,,0.030303
APA,dividend,1999-03-29,,,,0.030303
APA,dividend,1999-06-28,,,,0.030303
APA,dividend,1999-09-28,,,,0.030303
APA,dividend,1999-12-29,,,,0.030303
APA,dividend,2000-03-29,,,,0.030303
APA,dividend,2000-11-13,,,,0.060606
APA,dividend,2001-10-18,,,,0.04329
APA,dividend,2001-11-28,,,,0.077922
APA,dividend,2002-01-17,,,,0.047619
APA,dividend,2002-04-18,,,,0.047619
APA,dividend,2002-07-18,,,,0.047619
APA,dividend,2002-10-18,,,,0.047619
APA,dividend,2003-01-17,,,,0.047619
APA,dividend,2003-04-17,,,,0.05
APA,dividend,2003-07-18,,,,0.05
APA,dividend,2003-10-20,,,,0.06
APA,dividend,2004-01-20,,,,0.06
APA,dividend,2004-04-20,,,,0.06
APA,dividend,2004-07-20,,,,0.06
APA,dividend,2004-10-20,,,,0.08
APA,dividend,2005-01-19,,,,0.08
APA,dividend,2005-04-20,,,,0.08
APA,dividend,2005-07-20,,,,0.08
APA,dividend,2005-10-20,,,,0.1
APA,dividend,2006-01-19,,,,0.1
APA,dividend,2006-04-19,,,,0.1
APA,dividend,2006-07-19,,,,0.1
APA,dividend,2006-10-19,,,,0.15
APA,dividend,2007-01-18,,,,0.15
APA,dividend,2007-04-19,,,,0.15
APA,dividend,2007-07-19,,,,0.15
APA,dividend,2007-10-18,,,,0.15
APA,dividend,2008-01-17,,,,0.15
APA,dividend,2008-02-22,,,,0.1
APA,dividend,2008-04-18,,,,0.15
APA,dividend,2008-07-18,,,,0.15
APA,dividend,2008-10-20,,,,0.15
APA,dividend,2009-01-20,,,,0.15
APA,dividend,2009-04-20,,,,0.15
APA,dividend,2009-07-20,,,,0.15
APA,dividend,2009-10-20,,,,0.15
APA,dividend,2010-01-20,,,,0.15
APA,dividend,2010-04-20,,,,0.15
APA,dividend,2010-07-20,,,,0.15
APA,dividend,2010-10-20,,,,0.15
APA,dividend,2011-01-19,,,,0.15
APA,dividend,2011-04-19,,,,0.15
APA,dividend,2011-07-20,,,,0.15
APA,dividend,2011-10-19,,,,0.15
APA,dividend,2012-01-19,,,,0.15
APA,dividend,2012-04-19,,,,0.17
APA,dividend,2012-07-19,,,,0.17
APA,dividend,2012-10-18,,,,0.17
APA,dividend,2013-01-17,,,,0.17
APA,dividend,2013-04-18,,,,0.2
APA,dividend,2013-07-18,,,,0.2
APA,dividend,2013-10-18,,,,0.2
APA,dividend,2014-01-17,,,,0.2
APA,dividend,2014-04-17,,,,0.25
APA,dividend,2014-07-18,,,,0.25
APA,dividend,2014-10-20,,,,0.25
APA,dividend,2015-01-20,,,,0.25
APA,dividend,2015-04-20,,,,0.25
APA,dividend,2015-07-20,,,,0.25
APA,dividend,2015-10-20,,,,0.25
APA,dividend,2016-01-20,,,,0.25
APA,dividend,2016-04-20,,,,0.25
APA,dividend,2016-07-20,,,,0.25
APA,dividend,2016-10-19,,,,0.25
APA,dividend,2017-01-18,,,,0.25
APA,dividend,2017-04-19,,,,0.25
APA,dividend,2017-07-19,,,,0.25
APA,dividend,2017-10-20,,,,0.25
APA,dividend,2018-01-19,,,,0.25
APA,dividend,2018-04-20,,,,0.25
APA,dividend,2018-07-20,,,,0.25
APA,dividend,2018-10-19,,,,0.25
APA,dividend,2019-01-18,,,,0.25
APA,dividend,2019-04-18,,,,0.25
APA,dividend,2019-07-19,,,,0.25
APA,dividend,2019-10-21,,,,0.25
APA,dividend,2020-01-21,,,,0.25
APA,dividend,2020-04-21,,,,0.025
APA,dividend,2020-07-21,,,,0.025
APA,dividend,2020-10-21,,,,0.025
APA,dividend,2021-01-21,,,,0.025
APA,dividend,2021-04-21,,,,0.025
APA,dividend,2021-07-21,,,,0.025
APA,dividend,2021-10-21,,,,0.063
APA,dividend,2022-01-20,,,,0.125
APA,dividend,2022-04-21,,,,0.125
APA,dividend,2022-07-21,,,,0.125
APA,dividend,2022-10-20,,,,0.25
APA,dividend,2023-01-20,,,,0.25
APA,dividend,2023-04-20,,,,0.25
APA,dividend,2023-07-20,,,,0.25
APA,dividend,2023-10-20,,,,0.25
APA,dividend,2024-01-19,,,,0.25
APA,dividend,2024-04-19,,,,0.25
APA,dividend,2024-07-22,,,,0.25
APA,dividend,2024-10-22,,,,0.25
APA,dividend,2025-01-22,,,,0.25
APA,dividend,2025-04-22,,,,0.25
APA,dividend,2025-07-22,,,,0.25
APA,split,1979-05-15,,,1.3333333333333333,
APA,split,1980-05-15,,,1.5,
APA,split,1981-02-20,,,1.5,
APA,split,2001-12-27,,,1.1,
APA,split,2003-03-10,,,1.05,
APA,split,2004-01-15,,,2.0,
APO,dividend,2011-05-19,,,,0.22
APO,dividend,2011-08-18,,,,0.24
APO,dividend,2011-11-22,,,,0.2
APO,dividend,2012-02-21,,,,0.46
APO,dividend,2012-05-17,,,,0.25
APO,dividend,2012-08-23,,,,0.24
APO,dividend,2012-11-20,,,,0.4
APO,dividend,2013-02-15,,,,1.05
APO,dividend,2013-05-14,,,,0.57
APO,dividend,2013-08-22,,,,1.32
APO,dividend,2013-11-20,,,,1.01
APO,dividend,2014-02-14,,,,1.08
APO,dividend,2014-05-16,,,,0.84
APO,dividend,2014-08-20,,,,0.46
APO,dividend,2014-11-12,,,,0.73
APO,dividend,2015-02-12,,,,0.86
APO,dividend,2015-05-18,,,,0.33
APO,dividend,2015-08-14,,,,0.42
APO,dividend,2015-11-18,,,,0.35
APO,dividend,2016-02-17,,,,0.28
APO,dividend,2016-05-18,,,,0.25
APO,dividend,2016-08-18,,,,0.37
APO,dividend,2016-11-17,,,,0.35
APO,dividend,2017-02-16,,,,0.45
APO,dividend,2017-05-17,,,,0.49
APO,dividend,2017-08-18,,,,0.52
APO,dividend,2017-11-20,,,,0.39
APO,dividend,2018-02-20,,,,0.66
APO,dividend,2018-05-17,,,,0.38
APO,dividend,2018-08-16,,,,0.43
APO,dividend,2018-11-19,,,,0.46
APO,dividend,2019-02-20,,,,0.56
APO,dividend,2019-05-20,,,,0.46
APO,dividend,2019-08-15,,,,0.5
APO,dividend,2019-11-19,,,,0.5
APO,dividend,2020-02-10,,,,0.89
APO,dividend,2020-05-15,,,,0.42
APO,dividend,2020-08-17,,,,0.49
APO,dividend,2020-11-19,,,,0.51
APO,dividend,2021-02-18,,,,0.6
APO,dividend,2021-05-19,,,,0.5
APO,dividend,2021-08-18,,,,0.5
APO,dividend,2021-11-18,,,,0.5
APO,dividend,2022-02-17,,,,0.4
APO,dividend,2022-05-17,,,,0.4
APO,dividend,2022-08-17,,,,0.4
APO,dividend,2022-11-16,,,,0.4
APO,dividend,2023-02-17,,,,0.4
APO,dividend,2023-05-19,,,,0.43
APO,dividend,2023-08-17,,,,0.43
APO,dividend,2023-11-16,,,,0.43
APO,dividend,2024-02-16,,,,0.43
APO,dividend,2024-05-16,,,,0.463
APO,dividend,2024-08-16,,,,0.463
APO,dividend,2024-11-18,,,,0.463
APO,dividend,2025-02-18,,,,0.463
APO,dividend,2025-05-16,,,,0.51
APO,dividend,2025-08-18,,,,0.51
AAPL,dividend,1987-05-11,,,,0.000536
AAPL,dividend,1987-08-10,,,,0.000536
AAPL,dividend,1987-11-17,,,,0.000714
AAPL,dividend,1988-02-12,,,,0.000714
AAPL,dividend,1988-05-16,,,,0.000714
AAPL,dividend,1988-08-15,,,,0.000714
AAPL,dividend,1988-11-21,,,,0.000893
AAPL,dividend,1989-02-17,,,,0.000893
AAPL,dividend,1989-05-22,,,,0.000893
AAPL,dividend,1989-08-21,,,,0.000893
AAPL,dividend,1989-11-17,,,,0.000982
AAPL,dividend,1990-02-16,,,,0.000982
AAPL,dividend,1990-05-21,,,,0.000982
AAPL,dividend,1990-08-20,,,,0.000982
AAPL,dividend,1990-11-16,,,,0.001071
AAPL,dividend,1991-02-15,,,,0.001071
AAPL,dividend,1991-05-20,,,,0.001071
AAPL,dividend,1991-08-19,,,,0.001071
AAPL,dividend,1991-11-18,,,,0.001071
AAPL,dividend,1992-02-14,,,,0.001071
AAPL,dividend,1992-06-01,,,,0.001071
AAPL,dividend,1992-08-17,,,,0.001071
AAPL,dividend,1992-11-30,,,,0.001071
AAPL,dividend,1993-02-12,,,,0.001071
AAPL,dividend,1993-05-28,,,,0.001071
AAPL,dividend,1993-08-16,,,,0.001071
AAPL,dividend,1993-11-19,,,,0.001071
AAPL,dividend,1994-02-07,,,,0.001071
AAPL,dividend,1994-05-27,,,,0.001071
AAPL,dividend,1994-08-15,,,,0.001071
AAPL,dividend,1994-11-18,,,,0.001071
AAPL,dividend,1995-02-13,,,,0.001071
AAPL,dividend,1995-05-26,,,,0.001071
AAPL,dividend,1995-08-16,,,,0.001071
AAPL,dividend,1995-11-21,,,,0.001071
AAPL,dividend,2012-08-09,,,,0.094643
AAPL,dividend,2012-11-07,,,,0.094643
AAPL,dividend,2013-02-07,,,,0.094643
AAPL,dividend,2013-05-09,,,,0.108929
AAPL,dividend,2013-08-08,,,,0.108929
AAPL,dividend,2013-11-06,,,,0.108929
AAPL,dividend,2014-02-06,,,,0.108929
AAPL,dividend,2014-05-08,,,,0.1175
AAPL,dividend,2014-08-07,,,,0.1175
AAPL,dividend,2014-11-06,,,,0.1175
AAPL,dividend,2015-02-05,,,,0.1175
AAPL,dividend,2015-05-07,,,,0.13
AAPL,dividend,2015-08-06,,,,0.13
AAPL,dividend,2015-11-05,,,,0.13
AAPL,dividend,2016-02-04,,,,0.13
AAPL,dividend,2016-05-05,,,,0.1425
AAPL,dividend,2016-08-04,,,,0.1425
AAPL,dividend,2016-11-03,,,,0.1425
AAPL,dividend,2017-02-09,,,,0.1425
AAPL,dividend,2017-05-11,,,,0.1575
AAPL,dividend,2017-08-10,,,,0.1575
AAPL,dividend,2017-11-10,,,,0.1575
AAPL,dividend,2018-02-09,,,,0.1575
AAPL,dividend,2018-05-11,,,,0.1825
AAPL,dividend,2018-08-10,,,,0.1825
AAPL,dividend,2018-11-08,,,,0.1825
AAPL,dividend,2019-02-08,,,,0.1825
AAPL,dividend,2019-05-10,,,,0.1925
AAPL,dividend,2019-08-09,,,,0.1925
AAPL,dividend,2019-11-07,,,,0.1925
AAPL,dividend,2020-02-07,,,,0.1925
AAPL,dividend,2020-05-08,,,,0.205
AAPL,dividend,2020-08-07,,,,0.205
AAPL,dividend,2020-11-06,,,,0.205
AAPL,dividend,2021-02-05,,,,0.205
AAPL,dividend,2021-05-07,,,,0.22
AAPL,dividend,2021-08-06,,,,0.22
AAPL,dividend,2021-11-05,,,,0.22
AAPL,dividend,2022-02-04,,,,0.22
AAPL,dividend,2022-05-06,,,,0.23
AAPL,dividend,2022-08-05,,,,0.23
AAPL,dividend,2022-11-04,,,,0.23
AAPL,dividend,2023-02-10,,,,0.23
AAPL,dividend,2023-05-12,,,,0.24
AAPL,dividend,2023-08-11,,,,0.24
AAPL,dividend,2023-11-10,,,,0.24
AAPL,dividend,2024-02-09,,,,0.24
AAPL,dividend,2024-05-10,,,,0.25
AAPL,dividend,2024-08-12,,,,0.25
AAPL,dividend,2024-11-08,,,,0.25
AAPL,dividend,2025-02-10,,,,0.25
AAPL,dividend,2025-05-12,,,,0.26
AAPL,dividend,2025-08-11,,,,0.26
AAPL,split,1987-06-16,,,2.0,
AAPL,split,2000-06-21,,,2.0,
AAPL,split,2005-02-28,,,2.0,
AAPL,split,2014-06-09,,,7.0,
AAPL,split,2020-08-31,,,4.0,
AMAT,dividend,2005-05-16,,,,0.03
AMAT,dividend,2005-08-15,,,,0.03
AMAT,dividend,2005-11-15,,,,0.03
AMAT,dividend,2006-02-14,,,,0.03
AMAT,dividend,2006-05-16,,,,0.05
AMAT,dividend,2006-08-15,,,,0.05
AMAT,dividend,2006-11-14,,,,0.05
AMAT,dividend,2007-02-13,,,,0.05
AMAT,dividend,2007-05-15,,,,0.06
AMAT,dividend,2007-08-14,,,,0.06
AMAT,dividend,2007-11-13,,,,0.06
AMAT,dividend,2008-02-12,,,,0.06
AMAT,dividend,2008-05-13,,,,0.06
AMAT,dividend,2008-08-12,,,,0.06
AMAT,dividend,2008-11-10,,,,0.06
AMAT,dividend,2009-02-10,,,,0.06
AMAT,dividend,2009-05-12,,,,0.06
AMAT,dividend,2009-08-11,,,,0.06
AMAT,dividend,2009-11-09,,,,0.06
AMAT,dividend,2010-02-22,,,,0.06
AMAT,dividend,2010-05-24,,,,0.07
AMAT,dividend,2010-08-23,,,,0.07
AMAT,dividend,2010-11-22,,,,0.07
AMAT,dividend,2011-02-28,,,,0.07
AMAT,dividend,2011-05-27,,,,0.08
AMAT,dividend,2011-08-29,,,,0.08
AMAT,dividend,2011-11-21,,,,0.08
AMAT,dividend,2012-02-21,,,,0.08
AMAT,dividend,2012-05-22,,,,0.09
AMAT,dividend,2012-08-21,,,,0.09
AMAT,dividend,2012-11-19,,,,0.09
AMAT,dividend,2013-02-15,,,,0.09
AMAT,dividend,2013-05-21,,,,0.1
AMAT,dividend,2013-08-20,,,,0.1
AMAT,dividend,2013-11-19,,,,0.1
AMAT,dividend,2014-02-14,,,,0.1
AMAT,dividend,2014-05-20,,,,0.1
AMAT,dividend,2014-08-19,,,,0.1
AMAT,dividend,2014-11-18,,,,0.1
AMAT,dividend,2015-02-13,,,,0.1
AMAT,dividend,2015-05-19,,,,0.1
AMAT,dividend,2015-08-18,,,,0.1
AMAT,dividend,2015-11-17,,,,0.1
AMAT,dividend,2016-02-23,,,,0.1
AMAT,dividend,2016-05-24,,,,0.1
AMAT,dividend,2016-08-23,,,,0.1
AMAT,dividend,2016-11-22,,,,0.1
AMAT,dividend,2017-02-17,,,,0.1
AMAT,dividend,2017-05-23,,,,0.1
AMAT,dividend,2017-08-22,,,,0.1
AMAT,dividend,2017-11-22,,,,0.1
AMAT,dividend,2018-02-20,,,,0.1
AMAT,dividend,2018-05-23,,,,0.2
AMAT,dividend,2018-08-22,,,,0.2
AMAT,dividend,2018-11-21,,,,0.2
AMAT,dividend,2019-02-20,,,,0.2
AMAT,dividend,2019-05-22,,,,0.21
AMAT,dividend,2019-08-21,,,,0.21
AMAT,dividend,2019-11-20,,,,0.21
AMAT,dividend,2020-02-18,,,,0.21
AMAT,dividend,2020-05-20,,,,0.22
AMAT,dividend,2020-08-19,,,,0.22
AMAT,dividend,2020-11-18,,,,0.22
AMAT,dividend,2021-02-24,,,,0.22
AMAT,dividend,2021-05-26,,,,0.24
AMAT,dividend,2021-08-25,,,,0.24
AMAT,dividend,2021-11-24,,,,0.24
AMAT,dividend,2022-02-22,,,,0.24
AMAT,dividend,2022-05-25,,,,0.26
AMAT,dividend,2022-08-24,,,,0.26
AMAT,dividend,2022-11-23,,,,0.26
AMAT,dividend,2023-02-22,,,,0.26
AMAT,dividend,2023-05-24,,,,0.32
AMAT,dividend,2023-08-23,,,,0.32
AMAT,dividend,2023-11-22,,,,0.32
AMAT,dividend,2024-02-21,,,,0.32
AMAT,dividend,2024-05-22,,,,0.4
AMAT,dividend,2024-08-22,,,,0.4
AMAT,dividend,2024-11-21,,,,0.4
AMAT,dividend,2025-02-20,,,,0.4
AMAT,dividend,2025-05-22,,,,0.46
AMAT,dividend,2025-08-21,,,,0.46
AMAT,split,1980-04-02,,,1.5,
AMAT,split,1981-02-06,,,1.5,
AMAT,split,1986-05-16,,,2.0,
AMAT,split,1992-04-07,,,2.0,
AMAT,split,1993-10-06,,,2.0,
AMAT,split,1995-10-13,,,2.0,
AMAT,split,1997-10-14,,,2.0,
AMAT,split,2000-03-16,,,2.0,
AMAT,split,2002-04-17,,,2.0,
APTV,dividend,2013-03-13,,,,0.142498
APTV,dividend,2013-05-13,,,,0.142498
APTV,dividend,2013-08-14,,,,0.142498
APTV,dividend,2013-11-13,,,,0.142498
APTV,dividend,2014-02-13,,,,0.209556
APTV,dividend,2014-05-12,,,,0.209556
APTV,dividend,2014-08-11,,,,0.209556
APTV,dividend,2014-11-07,,,,0.209556
APTV,dividend,2015-02-13,,,,0.209556
APTV,dividend,2015-05-11,,,,0.209556
APTV,dividend,2015-08-10,,,,0.209556
APTV,dividend,2015-11-09,,,,0.209556
APTV,dividend,2016-02-12,,,,0.243085
APTV,dividend,2016-05-09,,,,0.243085
APTV,dividend,2016-08-08,,,,0.243085
APTV,dividend,2016-11-07,,,,0.243085
APTV,dividend,2017-02-02,,,,0.243085
APTV,dividend,2017-05-08,,,,0.243085
APTV,dividend,2017-08-07,,,,0.243085
APTV,dividend,2017-11-07,,,,0.243085
APTV,dividend,2018-02-02,,,,0.22
APTV,dividend,2018-05-08,,,,0.22
APTV,dividend,2019-02-05,,,,0.22
APTV,dividend,2019-05-07,,,,0.22
APTV,dividend,2019-08-06,,,,0.22
APTV,dividend,2019-11-05,,,,0.22
APTV,dividend,2020-02-04,,,,0.22
APTV,split,2017-12-05,,,1.193,
ACGL,dividend,2024-11-18,,,,5.0
ACGL,split,2011-05-12,,,3.0,
ACGL,split,2018-06-21,,,3.0,
ADM,dividend,1983-05-02,,,,0.004104
ADM,dividend,1983-08-01,,,,0.004104
ADM,dividend,1983-10-31,,,,0.004309
ADM,dividend,1984-01-30,,,,0.004309
ADM,dividend,1984-04-30,,,,0.004309
ADM,dividend,1984-08-01,,,,0.004309
ADM,dividend,1984-10-29,,,,0.004525
ADM,dividend,1985-02-04,,,,0.004525
ADM,dividend,1985-04-29,,,,0.004525
ADM,dividend,1985-07-29,,,,0.004525
ADM,dividend,1985-10-28,,,,0.004751
ADM,dividend,1986-02-03,,,,0.004751
ADM,dividend,1986-04-28,,,,0.004751
ADM,dividend,1986-07-28,,,,0.00509
ADM,dividend,1986-10-27,,,,0.005345
ADM,dividend,1987-02-02,,,,0.005345
ADM,dividend,1987-05-04,,,,0.005345
ADM,dividend,1987-08-03,,,,0.005345
ADM,dividend,1987-11-02,,,,0.005612
ADM,dividend,1988-02-01,,,,0.005612
ADM,dividend,1988-05-02,,,,0.005612
ADM,dividend,1988-08-01,,,,0.058812
ADM,dividend,1988-10-31,,,,0.005892
ADM,dividend,1989-01-30,,,,0.005892
ADM,dividend,1989-05-01,,,,0.005892
ADM,dividend,1989-07-31,,,,0.005892
ADM,dividend,1989-11-06,,,,0.006187
ADM,dividend,1990-01-29,,,,0.009281
ADM,dividend,1990-04-30,,,,0.009281
ADM,dividend,1990-07-30,,,,0.009281
ADM,dividend,1990-11-05,,,,0.009745
ADM,dividend,1991-01-28,,,,0.009745
ADM,dividend,1991-05-06,,,,0.009745
ADM,dividend,1991-08-05,,,,0.009745
ADM,dividend,1991-11-04,,,,0.010232
ADM,dividend,1992-02-03,,,,0.010232
ADM,dividend,1992-05-04,,,,0.010232
ADM,dividend,1992-08-03,,,,0.010232
ADM,dividend,1992-11-02,,,,0.010743
ADM,dividend,1993-02-01,,,,0.010743
ADM,dividend,1993-05-03,,,,0.010743
ADM,dividend,1993-08-02,,,,0.010743
ADM,dividend,1993-11-01,,,,0.011281
ADM,dividend,1994-01-31,,,,0.011281
ADM,dividend,1994-05-02,,,,0.011281
ADM,dividend,1994-08-01,,,,0.011281
ADM,dividend,1994-10-31,,,,0.018004
ADM,dividend,1995-01-30,,,,0.017767
ADM,dividend,1995-05-01,,,,0.017767
ADM,dividend,1995-08-02,,,,0.017767
ADM,dividend,1995-11-01,,,,0.037311
ADM,dividend,1996-01-31,,,,0.037311
ADM,dividend,1996-05-01,,,,0.037311
ADM,dividend,1996-08-07,,,,0.037311
ADM,dividend,1996-11-06,,,,0.039176
ADM,dividend,1997-02-05,,,,0.039176
ADM,dividend,1997-05-07,,,,0.037609
ADM,dividend,1997-08-06,,,,0.039176
ADM,dividend,1997-11-05,,,,0.411351
ADM,dividend,1998-02-04,,,,0.041135
ADM,dividend,1998-05-06,,,,0.041135
ADM,dividend,1998-08-05,,,,0.041135
ADM,dividend,1998-11-04,,,,0.043192
ADM,dividend,1999-02-03,,,,0.043192
ADM,dividend,1999-05-05,,,,0.043192
ADM,dividend,1999-08-04,,,,0.043192
ADM,dividend,1999-11-03,,,,0.045351
ADM,dividend,2000-02-02,,,,0.045351
ADM,dividend,2000-05-03,,,,0.045351
ADM,dividend,2000-08-09,,,,0.045351
ADM,dividend,2000-11-08,,,,0.047619
ADM,dividend,2001-01-31,,,,0.047619
ADM,dividend,2001-05-09,,,,0.047619
ADM,dividend,2001-08-09,,,,0.047619
ADM,dividend,2001-11-07,,,,0.05
ADM,dividend,2002-02-06,,,,0.05
ADM,dividend,2002-05-08,,,,0.05
ADM,dividend,2002-08-15,,,,0.06
ADM,dividend,2002-11-15,,,,0.06
ADM,dividend,2003-02-05,,,,0.06
ADM,dividend,2003-05-07,,,,0.06
ADM,dividend,2003-08-20,,,,0.06
ADM,dividend,2003-11-14,,,,0.06
ADM,dividend,2004-02-11,,,,0.075
ADM,dividend,2004-05-14,,,,0.075
ADM,dividend,2004-08-18,,,,0.075
ADM,dividend,2004-11-17,,,,0.075
ADM,dividend,2005-02-15,,,,0.085
ADM,dividend,2005-05-17,,,,0.085
ADM,dividend,2005-08-17,,,,0.085
ADM,dividend,2005-11-16,,,,0.085
ADM,dividend,2006-02-15,,,,0.1
ADM,dividend,2006-05-17,,,,0.1
ADM,dividend,2006-08-16,,,,0.1
ADM,dividend,2006-11-15,,,,0.1
ADM,dividend,2007-02-14,,,,0.115
ADM,dividend,2007-05-15,,,,0.115
ADM,dividend,2007-08-13,,,,0.115
ADM,dividend,2007-11-20,,,,0.115
ADM,dividend,2008-02-14,,,,0.13
ADM,dividend,2008-05-13,,,,0.13
ADM,dividend,2008-08-19,,,,0.13
ADM,dividend,2008-11-18,,,,0.13
